date,symbol,score,label,adapter_weight
2025-05-06,sz002142,-0.2454909647,0.0603412344,0.000000
2025-05-06,sz002179,0.4128052636,0.0088669940,0.000000
2025-05-06,sz002180,-0.1500491881,0.0170480036,0.000000
2025-05-06,sz002230,-0.2255196091,-0.0023022227,0.000000
2025-05-06,sz002236,-0.2256137804,-0.0149161128,0.000000
2025-05-06,sz002241,-2.1047846702,0.0362483143,0.000000
2025-05-06,sz002252,-0.2463213157,0.0103858492,0.000000
2025-05-06,sz002304,-0.7221969179,0.0062509080,0.000000
2025-05-06,sz002311,1.3360964774,-0.0007355665,0.000000
2025-05-06,sz002352,0.6324307616,-0.0098173457,0.000000
2025-05-06,sz002371,1.0167616395,-0.0493257850,0.000000
2025-05-06,sz002384,-2.5961913012,0.0435897701,0.000000
2025-05-06,sz002415,-0.8746768000,-0.0003468663,0.000000
2025-05-06,sz002422,1.0262624320,-0.0528671110,0.000000
2025-05-06,sz002463,-0.9533722269,0.0416250422,0.000000
2025-05-06,sz002475,-2.9468103885,0.0625589697,0.000000
2025-05-06,sz002493,-0.0370373836,0.0081019431,0.000000
2025-05-06,sz002594,0.1178511822,0.0181686800,0.000000
2025-05-06,sz002600,-1.3577829610,0.0366697179,0.000000
2025-05-06,sz002601,-0.6188237070,0.0017793593,0.000000
2025-05-06,sz002625,2.3455965665,-0.0152046784,0.000000
2025-05-06,sz002648,-2.4800589276,0.0146739150,0.000000
2025-05-06,sz002709,-0.8019874314,0.0270575277,0.000000
2025-05-06,sz002714,0.8231615426,-0.0095669681,0.000000
2025-05-06,sz002736,0.9669049718,0.0213357604,0.000000
2025-05-06,sz002916,-1.3784035920,0.0009511482,0.000000
2025-05-06,sz002920,-0.7773279994,0.0008400960,0.000000
